Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
3/6/2022 09:49,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 09:59,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 09:59,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 09:59,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 10:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 10:10,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 10:19,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 10:20,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 10:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 10:29,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 10:32,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 10:39,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 10:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 10:48,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 10:53,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 10:59,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 11:01,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 11:03,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 11:11,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 11:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 11:20,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 11:21,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 11:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 11:30,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 11:31,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 11:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 11:41,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 11:42,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 11:44,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 11:50,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 11:53,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 11:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:03,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:04,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 12:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:15,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 12:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:26,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 12:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:36,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 12:41,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 12:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:45,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 12:52,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 12:53,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 12:55,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 13:02,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 13:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 13:06,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 13:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 13:16,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 13:23,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 13:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 13:26,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 13:33,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 13:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 13:35,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 13:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 13:43,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 13:46,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 13:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 13:54,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 13:57,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 14:02,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 14:12,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 14:15,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 14:18,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 14:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 14:27,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 14:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 14:36,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 14:36,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 14:39,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 14:46,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 14:46,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 14:49,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 14:55,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 14:56,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 15:05,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 15:06,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:09,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 15:15,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:16,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 15:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 15:25,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:27,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/6/2022 15:29,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 15:34,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:39,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 15:43,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:48,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 15:53,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 15:57,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 16:02,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 16:07,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 16:16,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 16:22,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 16:26,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 16:31,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 16:37,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 16:47,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 16:51,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 16:57,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 17:00,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 17:08,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 17:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 17:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 17:41,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 17:51,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 18:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 18:10,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 18:11,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 18:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 18:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 18:40,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 18:47,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 18:51,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 19:01,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 19:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 19:22,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 19:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 19:44,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 19:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 20:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 20:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 20:25,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 20:35,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 20:46,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 20:57,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 21:07,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 21:16,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 21:25,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 21:35,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 21:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 21:55,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 22:05,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 22:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 22:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 22:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 22:42,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 22:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:02,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:32,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 23:32,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:42,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 23:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:51,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/6/2022 23:53,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/6/2022 23:54,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 00:02,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 00:03,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 00:04,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 00:11,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 00:13,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 00:15,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 00:21,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 00:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 00:31,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 00:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 00:37,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 00:40,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 00:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 00:47,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 00:50,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 00:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 00:56,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 01:01,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 01:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 01:10,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 01:13,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 01:21,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 01:22,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 01:32,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 01:32,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 01:36,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 01:41,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 01:42,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 01:47,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 01:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 01:52,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 01:58,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 02:01,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:02,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 02:09,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 02:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:12,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 02:19,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 02:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:22,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 02:30,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 02:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:32,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 02:39,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 02:41,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:43,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 02:50,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:53,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 02:59,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 02:59,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 03:04,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 03:09,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 03:10,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 03:15,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 03:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 03:25,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 03:29,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 03:29,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 03:35,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 03:39,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 03:46,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 03:48,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 03:57,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 03:59,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 04:06,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 04:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 04:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 04:25,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 04:27,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 04:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 04:37,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 04:44,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 04:47,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 04:49,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 04:55,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 04:57,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 05:06,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 05:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 05:17,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 05:19,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 05:28,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 05:29,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 05:38,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 05:39,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 05:42,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 05:49,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 05:49,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 05:53,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 05:58,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 05:59,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 06:02,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 06:07,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 06:09,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 06:12,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 06:17,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 06:18,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 06:22,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 06:27,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 06:27,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 06:32,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 06:36,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 06:37,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 06:42,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 06:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 06:47,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 06:51,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 06:55,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 06:56,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 07:00,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 07:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 07:06,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 07:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 07:15,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 07:25,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 07:26,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 07:30,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 07:35,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 07:35,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 07:40,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 07:44,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 07:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 07:55,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:04,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 08:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:14,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 08:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:24,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 08:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:31,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 08:34,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 08:35,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:44,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:45,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 08:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 08:56,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 09:05,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 09:07,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 09:08,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 09:16,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 09:26,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 09:26,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 09:36,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 09:36,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 09:46,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 09:47,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 09:55,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 09:57,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:04,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 10:07,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:13,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 10:16,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:22,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 10:25,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 10:27,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:31,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 10:38,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:40,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 10:47,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 10:47,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:57,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
3/7/2022 10:58,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 10:59,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
3/7/2022 11:08,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
3/7/2022 11:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
